Airline,Price,Start_Day,Start_time,take_place,End_time,destination,flight_time,transit,total_time_hour,End_day,Is_Transit,Is_VietJet_Air,Is_Vietnam_Airlines,Is_Bamboo_Airways,Is_Vietravel_Airlines,Id_Plane
"Vietnam Airlines, VietJet Air",2774002,29-10-2025,09:00,DAD,19:30,PQC,10h 30m,"1 điểm dừng
Tự trung chuyển",10.5,29-10-2025,1,1,1,0,0,994
VietJet Air,2328090,13-10-2025,08:40,DAD,16:15,VDO,7h 35m,"1 điểm dừng
Tự trung chuyển",7.58,13-10-2025,0,0,0,0,0,996
VietJet Air,2328090,13-10-2025,07:40,DAD,16:15,VDO,8h 35m,"1 điểm dừng
Tự trung chuyển",8.58,13-10-2025,0,0,0,0,0,997
VietJet Air,2328090,13-10-2025,07:20,DAD,16:15,VDO,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,13-10-2025,0,0,0,0,0,998
VietJet Air,2328090,13-10-2025,06:55,DAD,16:15,VDO,9h 20m,"1 điểm dừng
Tự trung chuyển",9.33,13-10-2025,0,0,0,0,0,999
VietJet Air,2328090,13-10-2025,05:30,DAD,16:15,VDO,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,13-10-2025,0,0,0,0,0,1000
"Bamboo Airways, VietJet Air",2617282,13-10-2025,08:25,DAD,16:15,VDO,7h 50m,"1 điểm dừng
Tự trung chuyển",7.83,13-10-2025,1,1,0,1,0,1001
"Vietnam Airlines, VietJet Air",3122032,13-10-2025,07:45,DAD,16:15,VDO,8h 30m,"1 điểm dừng
Tự trung chuyển",8.5,13-10-2025,1,1,1,0,0,1002
"Vietnam Airlines, VietJet Air",3122032,13-10-2025,06:00,DAD,16:15,VDO,10h 15m,"1 điểm dừng
Tự trung chuyển",10.25,13-10-2025,1,1,1,0,0,1003
"Vietnam Airlines, VietJet Air",3436837,13-10-2025,10:00,DAD,16:15,VDO,6h 15m,"1 điểm dừng
Tự trung chuyển",6.25,13-10-2025,1,1,1,0,0,1004
Vietnam Airlines,2020895,01-11-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,01-11-2025,0,0,0,0,0,1007
VietJet Air,1291690,01-11-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,01-11-2025,0,0,0,0,0,1009
"VietJet Air, Vietnam Airlines",1969533,01-11-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,01-11-2025,1,1,1,0,0,1010
"VietJet Air, Vietnam Airlines",1969533,01-11-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,01-11-2025,1,1,1,0,0,1011
VietJet Air,2411665,01-11-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,01-11-2025,0,0,0,0,0,1012
VietJet Air,2411665,01-11-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,01-11-2025,0,0,0,0,0,1013
"Vietnam Airlines, VietJet Air",2953602,01-11-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,01-11-2025,1,1,1,0,0,1014
Vietnam Airlines,3014617,01-11-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,01-11-2025,0,0,0,0,0,1015
Vietnam Airlines,3396335,01-11-2025,13:00,DAD,18:20,DLI,5h 20m,"1 điểm dừng
Tự trung chuyển",5.33,01-11-2025,0,0,0,0,0,1016
"Vietnam Airlines, VietJet Air",2846859,07-11-2025,06:45,DAD,12:40,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,07-11-2025,1,1,1,0,0,1030
"Vietnam Airlines, VietJet Air",2846859,07-11-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,07-11-2025,1,1,1,0,0,1031
"Vietnam Airlines, VietJet Air",3182998,07-11-2025,09:45,DAD,17:30,DLI,7h 45m,"1 điểm dừng
Tự trung chuyển",7.75,07-11-2025,1,1,1,0,0,1032
"Vietnam Airlines, VietJet Air",3530949,07-11-2025,14:05,DAD,22:05,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,07-11-2025,1,1,1,0,0,1033
Vietnam Airlines,4340440,07-11-2025,06:45,DAD,13:45,DLI,7h 0m,"1 điểm dừng
Tự trung chuyển",7.0,07-11-2025,0,0,0,0,0,1034
"VietJet Air, Vietnam Airlines",4586854,07-11-2025,07:35,DAD,13:45,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,07-11-2025,1,1,1,0,0,1035
Vietnam Airlines,2020895,08-11-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,08-11-2025,0,0,0,0,0,1036
VietJet Air,1295353,08-11-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,08-11-2025,0,0,0,0,0,1038
"VietJet Air, Vietnam Airlines",2080037,08-11-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,08-11-2025,1,1,1,0,0,1039
"VietJet Air, Vietnam Airlines",2080037,08-11-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,08-11-2025,1,1,1,0,0,1040
VietJet Air,2414809,08-11-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,08-11-2025,0,0,0,0,0,1041
VietJet Air,2414809,08-11-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,08-11-2025,0,0,0,0,0,1042
"Vietnam Airlines, VietJet Air",3164766,08-11-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,08-11-2025,1,1,1,0,0,1043
Vietnam Airlines,2020895,18-11-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,18-11-2025,0,0,0,0,0,1062
VietJet Air,1163472,18-11-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,18-11-2025,0,0,0,0,0,1064
"VietJet Air, Vietnam Airlines",1968499,18-11-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,18-11-2025,1,1,1,0,0,1065
VietJet Air,1999897,18-11-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,18-11-2025,0,0,0,0,0,1066
"VietJet Air, Vietnam Airlines",2194340,18-11-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,18-11-2025,1,1,1,0,0,1067
VietJet Air,2225738,18-11-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,18-11-2025,0,0,0,0,0,1068
"Vietnam Airlines, VietJet Air",2795436,18-11-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,18-11-2025,1,1,1,0,0,1069
Vietnam Airlines,2903079,18-11-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,18-11-2025,0,0,0,0,0,1070
Vietnam Airlines,3238183,18-11-2025,12:00,DAD,18:20,DLI,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,18-11-2025,0,0,0,0,0,1071
VietJet Air,3199650,08-11-2025,10:00,DAD,11:45,PQC,1h 45m,Bay thẳng,1.75,08-11-2025,0,0,0,0,0,1097
VietJet Air,2135441,08-11-2025,14:20,DAD,19:30,PQC,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,08-11-2025,0,0,0,0,0,1098
VietJet Air,2135441,08-11-2025,13:10,DAD,19:30,PQC,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,08-11-2025,0,0,0,0,0,1099
VietJet Air,2135441,08-11-2025,12:25,DAD,19:30,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,08-11-2025,0,0,0,0,0,1100
VietJet Air,2135441,08-11-2025,09:15,DAD,19:30,PQC,10h 15m,"1 điểm dừng
Tự trung chuyển",10.25,08-11-2025,0,0,0,0,0,1101
VietJet Air,2135441,08-11-2025,08:05,DAD,19:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,08-11-2025,0,0,0,0,0,1102
VietJet Air,2135441,08-11-2025,07:05,DAD,19:30,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,08-11-2025,0,0,0,0,0,1103
VietJet Air,2135441,08-11-2025,07:00,DAD,19:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,08-11-2025,0,0,0,0,0,1104
VietJet Air,2246859,08-11-2025,07:05,DAD,16:00,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,08-11-2025,0,0,0,0,0,1105
VietJet Air,2246859,08-11-2025,07:00,DAD,16:00,PQC,9h 0m,"1 điểm dừng
Tự trung chuyển",9.0,08-11-2025,0,0,0,0,0,1106
VietJet Air,1660402,27-11-2025,14:20,DAD,19:30,PQC,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,27-11-2025,0,0,0,0,0,1108
VietJet Air,1660402,27-11-2025,09:15,DAD,19:30,PQC,10h 15m,"1 điểm dừng
Tự trung chuyển",10.25,27-11-2025,0,0,0,0,0,1109
VietJet Air,1660402,27-11-2025,08:05,DAD,19:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,27-11-2025,0,0,0,0,0,1110
VietJet Air,1660402,27-11-2025,07:05,DAD,19:30,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,27-11-2025,0,0,0,0,0,1111
VietJet Air,1660402,27-11-2025,07:00,DAD,19:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,27-11-2025,0,0,0,0,0,1112
VietJet Air,1886243,27-11-2025,12:25,DAD,19:30,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,27-11-2025,0,0,0,0,0,1113
VietJet Air,1886611,27-11-2025,08:05,DAD,12:40,PQC,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,27-11-2025,0,0,0,0,0,1114
VietJet Air,1886611,27-11-2025,07:05,DAD,12:40,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,27-11-2025,0,0,0,0,0,1115
VietJet Air,1886611,27-11-2025,07:00,DAD,12:40,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,27-11-2025,0,0,0,0,0,1116
VietJet Air,1999164,27-11-2025,13:10,DAD,19:30,PQC,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,27-11-2025,0,0,0,0,0,1117
VietJet Air,1999716,27-11-2025,09:15,DAD,16:00,PQC,6h 45m,"1 điểm dừng
Tự trung chuyển",6.75,27-11-2025,0,0,0,0,0,1118
VietJet Air,1999716,27-11-2025,08:05,DAD,16:00,PQC,7h 55m,"1 điểm dừng
Tự trung chuyển",7.92,27-11-2025,0,0,0,0,0,1119
VietJet Air,1999716,27-11-2025,07:05,DAD,16:00,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,27-11-2025,0,0,0,0,0,1120
VietJet Air,1999716,27-11-2025,07:00,DAD,16:00,PQC,9h 0m,"1 điểm dừng
Tự trung chuyển",9.0,27-11-2025,0,0,0,0,0,1121
VietJet Air,2135441,27-11-2025,22:30,DAD,12:40,PQC,14h 10m,"1 điểm dừng
Tự trung chuyển",14.17,28-11-2025,0,0,0,0,0,1122
VietJet Air,2135441,27-11-2025,21:15,DAD,12:40,PQC,15h 25m,"1 điểm dừng
Tự trung chuyển",15.42,28-11-2025,0,0,0,0,0,1123
VietJet Air,2135441,27-11-2025,22:30,DAD,16:00,PQC,17h 30m,"1 điểm dừng
Tự trung chuyển",17.5,28-11-2025,0,0,0,0,0,1124
VietJet Air,2135441,27-11-2025,18:25,DAD,12:40,PQC,18h 15m,"1 điểm dừng
Tự trung chuyển",18.25,28-11-2025,0,0,0,0,0,1125
VietJet Air,2135441,27-11-2025,21:15,DAD,16:00,PQC,18h 45m,"1 điểm dừng
Tự trung chuyển",18.75,28-11-2025,0,0,0,0,0,1126
VietJet Air,2135441,27-11-2025,22:30,DAD,19:30,PQC,21h 0m,"1 điểm dừng
Tự trung chuyển",21.0,28-11-2025,0,0,0,0,0,1127
Vietnam Airlines,2020895,01-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,01-12-2025,0,0,0,0,0,1128
"VietJet Air, Vietnam Airlines",2307261,01-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,01-12-2025,1,1,1,0,0,1130
"VietJet Air, Vietnam Airlines",2307261,01-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,01-12-2025,1,1,1,0,0,1131
VietJet Air,2915583,01-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,01-12-2025,0,0,0,0,0,1132
VietJet Air,2915583,01-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,01-12-2025,0,0,0,0,0,1133
Vietnam Airlines,3305176,01-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,01-12-2025,0,0,0,0,0,1134
Vietnam Airlines,3727109,01-12-2025,11:00,DAD,18:20,DLI,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,01-12-2025,0,0,0,0,0,1135
Vietnam Airlines,2020895,02-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,02-12-2025,0,0,0,0,0,1136
VietJet Air,1162848,02-12-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,02-12-2025,0,0,0,0,0,1138
"VietJet Air, Vietnam Airlines",1968499,02-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,02-12-2025,1,1,1,0,0,1139
"VietJet Air, Vietnam Airlines",2307261,02-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,02-12-2025,1,1,1,0,0,1140
"Vietnam Airlines, VietJet Air",2592097,02-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,02-12-2025,1,1,1,0,0,1141
Vietnam Airlines,2020895,03-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,03-12-2025,0,0,0,0,0,1142
"VietJet Air, Vietnam Airlines",1968499,03-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,03-12-2025,1,1,1,0,0,1144
"VietJet Air, Vietnam Airlines",1968499,03-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,03-12-2025,1,1,1,0,0,1145
VietJet Air,2576821,03-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,03-12-2025,0,0,0,0,0,1146
VietJet Air,2576821,03-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,03-12-2025,0,0,0,0,0,1147
"Vietnam Airlines, VietJet Air",2737145,03-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,03-12-2025,1,1,1,0,0,1148
Vietnam Airlines,2903079,03-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,03-12-2025,0,0,0,0,0,1149
Vietnam Airlines,3238183,03-12-2025,12:00,DAD,18:20,DLI,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,03-12-2025,0,0,0,0,0,1150
Vietnam Airlines,2020895,04-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,04-12-2025,0,0,0,0,0,1151
VietJet Air,1298301,04-12-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,04-12-2025,0,0,0,0,0,1153
"VietJet Air, Vietnam Airlines",2080037,04-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,04-12-2025,1,1,1,0,0,1154
"VietJet Air, Vietnam Airlines",2080037,04-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,04-12-2025,1,1,1,0,0,1155
VietJet Air,2656007,04-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,04-12-2025,0,0,0,0,0,1156
VietJet Air,2656007,04-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,04-12-2025,0,0,0,0,0,1157
"Vietnam Airlines, VietJet Air",2950610,04-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,04-12-2025,1,1,1,0,0,1158
Vietnam Airlines,2188699,05-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,05-12-2025,0,0,0,0,0,1159
"VietJet Air, Vietnam Airlines",2503469,05-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,05-12-2025,1,1,1,0,0,1161
VietJet Air,2678631,05-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,05-12-2025,0,0,0,0,0,1162
"VietJet Air, Vietnam Airlines",2729310,05-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,05-12-2025,1,1,1,0,0,1163
"Vietnam Airlines, VietJet Air",2794296,05-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,05-12-2025,1,1,1,0,0,1164
VietJet Air,2904472,05-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,05-12-2025,0,0,0,0,0,1165
Vietnam Airlines,3181817,05-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,05-12-2025,0,0,0,0,0,1166
Vietnam Airlines,3617069,05-12-2025,11:00,DAD,18:20,DLI,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,05-12-2025,0,0,0,0,0,1167
Vietnam Airlines,2020895,06-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,06-12-2025,0,0,0,0,0,1168
VietJet Air,1298301,06-12-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,06-12-2025,0,0,0,0,0,1170
"VietJet Air, Vietnam Airlines",2408618,06-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,06-12-2025,1,1,1,0,0,1171
"VietJet Air, Vietnam Airlines",2408618,06-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,06-12-2025,1,1,1,0,0,1172
Vietnam Airlines,2188699,07-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,07-12-2025,0,0,0,0,0,1173
"VietJet Air, Vietnam Airlines",2305060,07-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,07-12-2025,1,1,1,0,0,1175
"VietJet Air, Vietnam Airlines",2305060,07-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,07-12-2025,1,1,1,0,0,1176
VietJet Air,2913382,07-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,07-12-2025,0,0,0,0,0,1177
VietJet Air,2913382,07-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,07-12-2025,0,0,0,0,0,1178
"Vietnam Airlines, VietJet Air",3309942,07-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,07-12-2025,1,1,1,0,0,1179
Vietnam Airlines,3315097,07-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,07-12-2025,0,0,0,0,0,1180
Vietnam Airlines,3740331,07-12-2025,11:00,DAD,18:20,DLI,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,07-12-2025,0,0,0,0,0,1181
Vietnam Airlines,2020895,08-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,08-12-2025,0,0,0,0,0,1182
"VietJet Air, Vietnam Airlines",2307261,08-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,08-12-2025,1,1,1,0,0,1184
"VietJet Air, Vietnam Airlines",2307261,08-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,08-12-2025,1,1,1,0,0,1185
VietJet Air,2915583,08-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,08-12-2025,0,0,0,0,0,1186
VietJet Air,2915583,08-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,08-12-2025,0,0,0,0,0,1187
Vietnam Airlines,3305176,08-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,08-12-2025,0,0,0,0,0,1188
Vietnam Airlines,3727109,08-12-2025,13:30,DAD,18:20,DLI,4h 50m,"1 điểm dừng
Tự trung chuyển",4.83,08-12-2025,0,0,0,0,0,1189
Vietnam Airlines,2020895,09-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,09-12-2025,0,0,0,0,0,1190
VietJet Air,1614358,09-12-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,09-12-2025,0,0,0,0,0,1192
"VietJet Air, Vietnam Airlines",1968499,09-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,09-12-2025,1,1,1,0,0,1193
"VietJet Air, Vietnam Airlines",2307261,09-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,09-12-2025,1,1,1,0,0,1194
"Vietnam Airlines, VietJet Air",2307767,09-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,09-12-2025,1,1,1,0,0,1195
VietJet Air,2576821,09-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,09-12-2025,0,0,0,0,0,1196
Vietnam Airlines,2903079,09-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,09-12-2025,0,0,0,0,0,1197
VietJet Air,2915583,09-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,09-12-2025,0,0,0,0,0,1198
Vietnam Airlines,3238183,09-12-2025,11:00,DAD,18:20,DLI,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,09-12-2025,0,0,0,0,0,1199
Vietnam Airlines,2020895,10-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,10-12-2025,0,0,0,0,0,1200
"VietJet Air, Vietnam Airlines",1968499,10-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,10-12-2025,1,1,1,0,0,1202
"VietJet Air, Vietnam Airlines",1968499,10-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,10-12-2025,1,1,1,0,0,1203
VietJet Air,2576821,10-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,10-12-2025,0,0,0,0,0,1204
VietJet Air,2576821,10-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,10-12-2025,0,0,0,0,0,1205
"Vietnam Airlines, VietJet Air",2732157,10-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,10-12-2025,1,1,1,0,0,1206
Vietnam Airlines,2903079,10-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,10-12-2025,0,0,0,0,0,1207
Vietnam Airlines,3238183,10-12-2025,12:00,DAD,18:20,DLI,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,10-12-2025,0,0,0,0,0,1208
Vietnam Airlines,2020895,11-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,11-12-2025,0,0,0,0,0,1209
VietJet Air,1614358,11-12-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,11-12-2025,0,0,0,0,0,1211
"VietJet Air, Vietnam Airlines",2080037,11-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,11-12-2025,1,1,1,0,0,1212
"VietJet Air, Vietnam Airlines",2080037,11-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,11-12-2025,1,1,1,0,0,1213
VietJet Air,2656007,11-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,11-12-2025,0,0,0,0,0,1214
VietJet Air,2656007,11-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,11-12-2025,0,0,0,0,0,1215
Vietnam Airlines,3014617,11-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,11-12-2025,0,0,0,0,0,1216
Vietnam Airlines,3349721,11-12-2025,12:00,DAD,18:20,DLI,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,11-12-2025,0,0,0,0,0,1217
Vietnam Airlines,2188699,12-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,12-12-2025,0,0,0,0,0,1218
"VietJet Air, Vietnam Airlines",2509858,12-12-2025,12:25,DAD,18:20,DLI,5h 55m,"1 điểm dừng
Tự trung chuyển",5.92,12-12-2025,1,1,1,0,0,1220
"VietJet Air, Vietnam Airlines",2511853,12-12-2025,13:10,DAD,18:20,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,12-12-2025,1,1,1,0,0,1221
VietJet Air,2685020,12-12-2025,12:25,DAD,18:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,12-12-2025,0,0,0,0,0,1222
VietJet Air,2687015,12-12-2025,13:10,DAD,18:35,DLI,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,12-12-2025,0,0,0,0,0,1223
"Vietnam Airlines, VietJet Air",2794296,12-12-2025,06:45,DAD,22:05,DLI,15h 20m,"1 điểm dừng
Tự trung chuyển",15.33,12-12-2025,1,1,1,0,0,1224
Vietnam Airlines,3189055,12-12-2025,06:00,DAD,11:10,DLI,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,12-12-2025,0,0,0,0,0,1225
Vietnam Airlines,3626990,12-12-2025,11:00,DAD,18:20,DLI,7h 20m,"1 điểm dừng
Tự trung chuyển",7.33,12-12-2025,0,0,0,0,0,1226
Vietnam Airlines,2020895,13-12-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,13-12-2025,0,0,0,0,0,1227
VietJet Air,1614358,13-12-2025,09:00,DAD,10:05,DLI,1h 5m,Bay thẳng,1.08,13-12-2025,0,0,0,0,0,1229
